CustomerID,Churn_probability,Action,Contract,Internet Service,Tenure Months,Monthly Charges,Payment Method
4760-THGOT,0.569306869115302,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,43,94.1,Electronic check
2988-PLAHS,0.5688542832557172,Ưu tiên liên hệ giữ chân,One year,DSL,3,69.95,Electronic check
1100-DDVRV,0.5680473582957724,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,17,49.8,Mailed check
5600-PDUJF,0.567962341598407,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,6,49.5,Credit card (automatic)
2971-SGAFL,0.5677824715006545,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,13,78.75,Electronic check
4993-JCRGJ,0.5675033478045528,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,26,84.3,Mailed check
6429-SHBCB,0.5670030537884437,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,69.6,Mailed check
8158-WPEZG,0.5668495182904874,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,11,35.65,Electronic check
2770-NSVDG,0.5665932694343564,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,24,29.1,Electronic check
7603-USHJS,0.5658170516354243,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,12,73.75,Credit card (automatic)
1550-LOAHA,0.5656686359109387,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,84.15,Bank transfer (automatic)
4226-KKDON,0.5646238948113507,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,66.65,Electronic check
2669-QVCRG,0.5627715428875203,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,41,81.3,Credit card (automatic)
7579-OOPEC,0.5624985637250401,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,50.15,Credit card (automatic)
0440-QEXBZ,0.5622538819334845,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,44,50.15,Mailed check
7181-OQCUT,0.5622001665074464,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,21,103.85,Mailed check
2843-CQMEG,0.56123519772473,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,24,49.7,Mailed check
3604-WLABM,0.5600825651863139,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,54.25,Electronic check
2190-BCXEC,0.559641416456405,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,40,78.85,Credit card (automatic)
1379-FRVEB,0.5592234529173781,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,91.0,Electronic check
9927-DSWDF,0.5590472073786026,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,104.6,Electronic check
4619-EVPHY,0.5587369342963217,Ưu tiên liên hệ giữ chân,One year,Fiber optic,20,91.0,Bank transfer (automatic)
4945-RVMTE,0.5585430409305424,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,28,59.55,Bank transfer (automatic)
4412-YLTKF,0.5585146369219788,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,27,78.05,Electronic check
5575-TPIZQ,0.5576481333455008,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,46,89.15,Credit card (automatic)
9278-VZKCD,0.5575280024489749,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,52,109.1,Electronic check
5438-QMDDL,0.5567286221656754,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,59.8,Mailed check
7851-FLGGQ,0.5567091172386858,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,44.65,Mailed check
9381-NDKME,0.5564343789239591,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,24,40.65,Credit card (automatic)
5828-AVIPD,0.5564176421881293,Ưu tiên liên hệ giữ chân,One year,Fiber optic,19,100.95,Electronic check
2604-IJPDU,0.5562711103918516,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,20,96.55,Electronic check
3587-PMCOY,0.5560325133242262,Ưu tiên liên hệ giữ chân,One year,Fiber optic,10,98.9,Electronic check
3207-OYBWH,0.5557612968038952,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,57,95.25,Bank transfer (automatic)
5129-JLPIS,0.5553921816323405,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,25,105.5,Electronic check
5136-GFPMB,0.5547223118952254,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,54,89.4,Credit card (automatic)
3466-RITXD,0.5546717188360523,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,26,92.4,Credit card (automatic)
9851-KIELU,0.5545605583351416,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,10,110.1,Electronic check
9103-TCIHJ,0.554233687223098,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,15,55.7,Mailed check
6845-RGTYS,0.5541008331964496,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,47,98.75,Electronic check
7957-RYHQD,0.5538678361772729,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,40,79.2,Credit card (automatic)
2139-FQHLM,0.5513436586130989,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,19,89.95,Mailed check
5351-QESIO,0.5510311753872886,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,24.2,Mailed check
1816-FLZDK,0.5508891632204953,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,29.15,Mailed check
3197-ARFOY,0.5505623953641142,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,19,105.0,Mailed check
2587-EKXTS,0.5503584925461911,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,44,111.5,Electronic check
7055-HNEOJ,0.548593336740587,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,55.8,Mailed check
4724-WXVWF,0.5475948208997982,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,48,95.4,Electronic check
1575-KRZZE,0.547370779949323,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,55.2,Electronic check
3891-PUQOD,0.5462783309024736,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,59.2,Electronic check
0422-UXFAP,0.5461662306334619,Ưu tiên liên hệ giữ chân,One year,Fiber optic,51,98.85,Electronic check
0668-OGMHD,0.5458863645535561,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,21,28.5,Electronic check
1848-LBZHY,0.5456057128235575,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,7,50.3,Bank transfer (automatic)
9710-ZUSHQ,0.5455690658763757,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,37,106.75,Bank transfer (automatic)
5103-MHMHY,0.5452579465212746,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,45.95,Mailed check
4905-JEFDW,0.545246765496418,Ưu tiên liên hệ giữ chân,One year,DSL,11,41.6,Electronic check
3413-CSSTH,0.5444883221525437,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,41,55.7,Bank transfer (automatic)
9115-YQHGA,0.5427291975002528,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,40,51.1,Electronic check
7018-WBJNK,0.5424705289996912,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,13,78.3,Credit card (automatic)
6946-LMSQS,0.541711595360069,Ưu tiên liên hệ giữ chân,One year,Fiber optic,25,89.05,Electronic check
1357-BIJKI,0.5411964253502073,Ưu tiên liên hệ giữ chân,One year,Fiber optic,50,98.25,Electronic check
1541-ETJZO,0.5409853663223745,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,62.05,Mailed check
0742-MOABM,0.5408336235542983,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,50.05,Mailed check
0730-KOAVE,0.540770936664052,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,30,94.3,Credit card (automatic)
2257-BOVXD,0.5407696399614106,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,14,66.6,Credit card (automatic)
7054-ENNGU,0.5407135041676698,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,50.85,Mailed check
7748-UMTRK,0.5403000501868871,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,30,101.3,Electronic check
2432-TFSMK,0.5402683672069489,Ưu tiên liên hệ giữ chân,One year,Fiber optic,18,89.6,Credit card (automatic)
0058-EVZWM,0.5393406687455127,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,55,89.8,Bank transfer (automatic)
6710-HSJRD,0.5381623407968729,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,61,114.1,Electronic check
3794-NFNCH,0.5375098456205941,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,30,50.0,Mailed check
7928-VJYAB,0.5371661888705908,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,11,90.6,Electronic check
9779-DPNEJ,0.5370118266108284,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,80.15,Electronic check
6270-OMFIW,0.5358720230365153,Ưu tiên liên hệ giữ chân,One year,Fiber optic,60,94.4,Electronic check
5533-RJFTJ,0.5345877833142939,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,49,30.2,Bank transfer (automatic)
9389-ACWBI,0.5344416465457772,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,69.95,Credit card (automatic)
5921-NGYRH,0.5343312722153963,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,64,73.55,Mailed check
2480-SQIOB,0.5333263589589242,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,44.8,Electronic check
2195-VVRJF,0.5329119082879854,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,59.1,Credit card (automatic)
6646-QVXLR,0.532822067896419,Ưu tiên liên hệ giữ chân,One year,Fiber optic,62,103.75,Electronic check
7398-LXGYX,0.532078483983072,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,44,84.8,Credit card (automatic)
6713-OKOMC,0.5320388806059211,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,29.75,Mailed check
6898-MDLZW,0.5318100374837775,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,12,53.75,Mailed check
4846-WHAFZ,0.5317990036902608,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,37,76.5,Electronic check
9820-RMCQV,0.5316300924171358,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,11,48.55,Credit card (automatic)
5022-JNQEQ,0.5313996810890362,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,9,75.85,Electronic check
2087-QAREY,0.5312326962525808,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,22,54.7,Mailed check
0431-APWVY,0.5311447434491575,Ưu tiên liên hệ giữ chân,One year,Fiber optic,28,90.1,Bank transfer (automatic)
3932-CMDTD,0.5305944333097719,Ưu tiên liên hệ giữ chân,One year,Fiber optic,4,105.65,Electronic check
4003-FUSHP,0.530294925296577,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,61.55,Credit card (automatic)
2070-FNEXE,0.5299739885834283,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,7,76.45,Bank transfer (automatic)
7495-OOKFY,0.5281066912167376,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,8,80.65,Credit card (automatic)
1809-DMJHQ,0.5279578358034509,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,46.0,Mailed check
4983-CLMLV,0.5275347054377215,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,52,102.7,Credit card (automatic)
1629-DQQVB,0.5262080010375545,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,14,50.1,Bank transfer (automatic)
6234-PFPXL,0.5260134164251133,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,95.9,Credit card (automatic)
4701-MLJPN,0.5258882915677616,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,31,55.25,Electronic check
9054-FOWNV,0.5252654820679639,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,88.75,Electronic check
3331-HQDTW,0.5252056602591144,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,109.8,Mailed check
9643-AVVWI,0.5246589341276207,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,3,80.0,Electronic check
5198-EFNBM,0.5244902297507986,Ưu tiên liên hệ giữ chân,One year,Fiber optic,57,90.65,Electronic check
7067-KSAZT,0.5233813473513095,Ưu tiên liên hệ giữ chân,One year,Fiber optic,65,106.25,Electronic check
3865-ZYKAD,0.5225073259211608,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,69,84.9,Credit card (automatic)
5949-HGVJL,0.522271342387954,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,26,73.05,Electronic check
9079-YEXQJ,0.5219885163842771,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,54,111.1,Electronic check
6874-SGLHU,0.5218381994251017,Ưu tiên liên hệ giữ chân,One year,Fiber optic,30,97.0,Bank transfer (automatic)
4402-FTBXC,0.5197477256138395,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,54,89.8,Mailed check
9565-JSNFM,0.5196082155970295,Ưu tiên liên hệ giữ chân,One year,Fiber optic,38,70.45,Bank transfer (automatic)
0733-VUNUW,0.5177651503109423,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,24,55.65,Bank transfer (automatic)
6137-NICCO,0.5175006930992517,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,6,94.05,Mailed check
3069-SSVSN,0.5168489718987039,Ưu tiên liên hệ giữ chân,One year,DSL,1,25.85,Mailed check
1465-LNTLJ,0.5164046868710516,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,64.4,Credit card (automatic)
3756-VNWDH,0.5133405419555817,Ưu tiên liên hệ giữ chân,One year,Fiber optic,65,100.75,Electronic check
5380-WJKOV,0.5129893552214573,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,34,106.35,Electronic check
5951-AOFIH,0.5121368262006107,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,33,66.4,Credit card (automatic)
2279-AXJJK,0.5119110652643193,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,52,95.65,Credit card (automatic)
9633-DENPU,0.5117679702919915,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,47,58.6,Bank transfer (automatic)
2155-AMQRX,0.5107817168805827,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,28,54.9,Credit card (automatic)
2446-ZKVAF,0.5100811117918383,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,56.8,Credit card (automatic)
7130-CTCUS,0.5099632529839784,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,16,54.55,Bank transfer (automatic)
5136-RGMZO,0.5098632682019023,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,31,71.05,Electronic check
1452-KIOVK,0.5097963012885541,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,22,89.1,Credit card (automatic)
9822-WMWVG,0.5089931337225455,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,41,106.5,Electronic check
1169-WCVAK,0.5089715353741856,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,19,88.8,Credit card (automatic)
9097-ZUBYC,0.5089659292563824,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,14,48.8,Bank transfer (automatic)
2911-WDXMV,0.5088617580649578,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,80.55,Credit card (automatic)
1370-GGAWX,0.508244138915806,Ưu tiên liên hệ giữ chân,One year,Fiber optic,46,94.15,Electronic check
2924-KHUVI,0.5081681823429814,Ưu tiên liên hệ giữ chân,One year,Fiber optic,56,100.55,Electronic check
3893-JRNFS,0.5079367910280564,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,68,39.9,Bank transfer (automatic)
8033-VCZGH,0.5071993631230695,Ưu tiên liên hệ giữ chân,One year,Fiber optic,50,103.95,Electronic check
2391-SOORI,0.5057525594660862,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,49.35,Electronic check
7623-TRNQN,0.504989645168769,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.9,Mailed check
4329-YPDDQ,0.5043535281147339,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,20,108.2,Bank transfer (automatic)
1707-HABPF,0.5041128054351389,Ưu tiên liên hệ giữ chân,One year,Fiber optic,46,91.3,Bank transfer (automatic)
5186-EJEGL,0.5039360427930838,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,69.5,Mailed check
6080-TCMYC,0.5036487034295758,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,40,81.2,Electronic check
1360-JYXKQ,0.5035652079660033,Ưu tiên liên hệ giữ chân,One year,Fiber optic,54,99.1,Electronic check
6854-EXGSF,0.5033944299795268,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,65.5,Bank transfer (automatic)
4672-FOTSD,0.5028657802006586,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,12,67.25,Electronic check
3787-TRIAL,0.5028547406421343,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,21,26.05,Electronic check
8212-DJRCH,0.5023978857930603,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,5,90.35,Mailed check
2720-FVBQP,0.5021341357886325,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,6,48.95,Credit card (automatic)
6890-PFRQX,0.5015670618147982,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,69.5,Mailed check
2778-OCLGR,0.5003001532439103,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,24,39.1,Bank transfer (automatic)
6284-KMNUF,0.500132745946448,Ưu tiên liên hệ giữ chân,One year,Fiber optic,56,98.0,Electronic check
1217-VASWC,0.4996022740467697,Ưu tiên liên hệ giữ chân,One year,Fiber optic,43,100.55,Bank transfer (automatic)
0471-ARVMX,0.4974112390354161,Ưu tiên liên hệ giữ chân,One year,Fiber optic,62,104.85,Electronic check
8190-ZTQFB,0.49675558635567024,Ưu tiên liên hệ giữ chân,One year,DSL,41,51.35,Electronic check
8059-UDZFY,0.4955842375781665,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,33,105.35,Bank transfer (automatic)
3179-GBRWV,0.4943491601733568,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,21,64.95,Bank transfer (automatic)
0870-VEMYL,0.49384268138223963,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,53.85,Credit card (automatic)
6664-FPDAC,0.49359700451860644,Ưu tiên liên hệ giữ chân,One year,Fiber optic,56,111.95,Electronic check
4468-YDOVK,0.4933969947232527,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,48.65,Bank transfer (automatic)
4256-ZWTZI,0.4933906286131217,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,5,51.0,Mailed check
4190-MFLUW,0.4930187859654347,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,10,55.2,Credit card (automatic)
0363-QJVFX,0.4907936293277897,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,108.15,Credit card (automatic)
7251-LJBQN,0.48950548208145334,Ưu tiên liên hệ giữ chân,One year,Fiber optic,40,103.75,Credit card (automatic)
7250-EQKIY,0.48894712605932095,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,50.45,Mailed check
2522-AHJXR,0.48802510699487295,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,60,109.45,Bank transfer (automatic)
2480-EJWYP,0.4880199854057396,Ưu tiên liên hệ giữ chân,One year,Fiber optic,58,97.8,Bank transfer (automatic)
3313-QKNKB,0.4879812587686078,Ưu tiên liên hệ giữ chân,One year,Fiber optic,59,85.55,Electronic check
0365-TRTPY,0.4878035094630551,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,37,91.2,Bank transfer (automatic)
5207-PLSTK,0.4876343781102716,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,48.75,Mailed check
2293-IJWPS,0.48742250912701723,Ưu tiên liên hệ giữ chân,One year,Fiber optic,57,100.75,Credit card (automatic)
5651-YLPRD,0.4869979918396787,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,32,86.1,Electronic check
9420-LOJKX,0.4856540559188086,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,15,99.1,Credit card (automatic)
7629-WIXZF,0.4850740897383327,Ưu tiên liên hệ giữ chân,One year,DSL,7,59.1,Electronic check
3594-KADLU,0.4848290334444743,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,35.1,Mailed check
9537-VHDTA,0.4839048163787414,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,51.2,Mailed check
0895-LMRSF,0.48361792968363887,Ưu tiên liên hệ giữ chân,One year,DSL,23,64.9,Bank transfer (automatic)
6815-ABQFQ,0.4825630650719323,Ưu tiên liên hệ giữ chân,One year,Fiber optic,56,107.25,Electronic check
4753-PADAS,0.48251922646406525,Ưu tiên liên hệ giữ chân,One year,Fiber optic,67,105.7,Bank transfer (automatic)
5482-NUPNA,0.4818135339305214,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,4,60.4,Mailed check
7669-LCRSD,0.48104877362235965,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,12,56.3,Mailed check
3339-EAQNV,0.479792945568783,Ưu tiên liên hệ giữ chân,One year,Fiber optic,72,97.25,Credit card (automatic)
8840-DQLGN,0.4794101385312773,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,35,100.5,Bank transfer (automatic)
9139-WQQDY,0.47911228277569345,Ưu tiên liên hệ giữ chân,One year,Fiber optic,49,100.45,Mailed check
3780-YVMFA,0.4768623968497444,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,8,68.55,Electronic check
5934-TSSAU,0.4760877535762639,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,23,75.3,Credit card (automatic)
0719-SYFRB,0.47512749047883795,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,12,61.65,Mailed check
0484-FFVBJ,0.47508542506376533,Ưu tiên liên hệ giữ chân,One year,DSL,32,64.85,Bank transfer (automatic)
0289-IVARM,0.47359685041132565,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,35,60.55,Electronic check
9481-SFCQY,0.4734409740518189,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,14,59.8,Credit card (automatic)
9128-CPXKI,0.47305925645862984,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,59,95.8,Electronic check
7124-UGSUR,0.4728278430468229,Ưu tiên liên hệ giữ chân,One year,Fiber optic,61,104.4,Credit card (automatic)
4524-QCSSM,0.4723485458304693,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,26,44.65,Bank transfer (automatic)
9972-VAFJJ,0.472018280451974,Ưu tiên liên hệ giữ chân,One year,Fiber optic,53,94.0,Electronic check
0013-MHZWF,0.47121565120217723,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,69.4,Credit card (automatic)
5469-CTCWN,0.4705235720233929,Ưu tiên liên hệ giữ chân,One year,Fiber optic,61,106.0,Electronic check
9040-KZVWO,0.47005779480059423,Ưu tiên liên hệ giữ chân,One year,Fiber optic,26,75.5,Bank transfer (automatic)
3524-WQDSG,0.46967090620132135,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,43,99.3,Bank transfer (automatic)
2748-MYRVK,0.4690488111070883,Ưu tiên liên hệ giữ chân,One year,Fiber optic,63,99.9,Bank transfer (automatic)
0701-TJSEF,0.46893800054005763,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,68.25,Bank transfer (automatic)
1110-KYLGQ,0.46848187270812164,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,63,108.25,Credit card (automatic)
8671-KKKOS,0.4684502921179303,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,46,45.55,Electronic check
7134-MJPDY,0.4681479481386532,Ưu tiên liên hệ giữ chân,One year,Fiber optic,66,102.85,Credit card (automatic)
6075-QMNRR,0.46808710540225507,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,52,49.75,Bank transfer (automatic)
0959-WHOKV,0.46772910596576217,Ưu tiên liên hệ giữ chân,One year,Fiber optic,42,99.0,Electronic check
3325-FUYCG,0.46744386636980806,Ưu tiên liên hệ giữ chân,One year,Fiber optic,28,106.1,Electronic check
8582-KRHPJ,0.4674236401017784,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,50,35.0,Mailed check
2019-HDCZY,0.4639826138769657,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,63,102.6,Electronic check
1730-VFMWO,0.4621019988492881,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,34,50.2,Bank transfer (automatic)
1852-XEMDW,0.4614130731972787,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,22,65.05,Mailed check
9661-MHUMO,0.4611627095507178,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,1,49.25,Credit card (automatic)
8450-JOVAH,0.4605478276357726,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,2,56.7,Mailed check
3237-AJGEH,0.46045340081247504,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,3,31.0,Mailed check
2252-JHJGE,0.4603554251124962,Ưu tiên liên hệ giữ chân,One year,Fiber optic,61,104.0,Electronic check
9254-RBFON,0.4602792618031854,Ưu tiên liên hệ giữ chân,One year,Fiber optic,17,98.6,Bank transfer (automatic)
2995-UPRYS,0.4597396105333651,Ưu tiên liên hệ giữ chân,One year,Fiber optic,40,99.2,Credit card (automatic)
0665-XHDJU,0.4597191502180749,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,72,99.4,Electronic check
8378-LKJAF,0.4595840327510756,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,38,101.15,Credit card (automatic)
6968-URWQU,0.45869788062610395,Ưu tiên liên hệ giữ chân,One year,DSL,43,56.35,Mailed check
3173-NVMPX,0.4580262606007377,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,9,55.3,Mailed check
6583-SZVGP,0.4579567143098536,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,48,108.1,Bank transfer (automatic)
7666-WKRON,0.45775156667659567,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,39,80.45,Electronic check
7426-WEIJX,0.45744352582962944,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,60,80.95,Electronic check
8930-XOTDP,0.4567596039214705,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,18,55.95,Mailed check
3523-QRQLL,0.45608988424167735,Ưu tiên liên hệ giữ chân,One year,DSL,22,69.5,Bank transfer (automatic)
2758-RNWXS,0.45452231026353646,Ưu tiên liên hệ giữ chân,One year,Fiber optic,35,89.2,Electronic check
2972-YDYUW,0.454127459125224,Ưu tiên liên hệ giữ chân,One year,Fiber optic,57,94.7,Electronic check
3639-XJHKQ,0.45404410081166735,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,19,60.6,Electronic check
2750-BJLSB,0.4536867381238803,Ưu tiên liên hệ giữ chân,One year,Fiber optic,47,103.7,Electronic check
3466-WAESX,0.45320831370976195,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,16,69.1,Electronic check
8089-UZWLX,0.45264492808014334,Ưu tiên liên hệ giữ chân,Two year,Fiber optic,71,104.05,Bank transfer (automatic)
1097-FSPVW,0.4524343163027633,Ưu tiên liên hệ giữ chân,Month-to-month,DSL,42,54.55,Credit card (automatic)
4660-IRIBM,0.45210709003944344,Ưu tiên liên hệ giữ chân,Month-to-month,Fiber optic,18,87.9,Mailed check
6777-TGHTM,0.45203760975242424,Ưu tiên liên hệ giữ chân,One year,Fiber optic,53,106.95,Credit card (automatic)
